,name,console,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
242,Dishonored,PS4,2015.0,Action-Adventure,Bethesda Softworks,0.12,0.21,0.02,0.06,0.42
243,Mirror's Edge 2,PS4,2016.0,Platform,Electronic Arts,0.13,0.19,0.03,0.06,0.42
244,Farming Simulator 2015,PS4,2015.0,Simulation,Koch Media,0.13,0.22,0.0,0.07,0.41
245,Just Dance 2015,PS4,2014.0,Music,Ubisoft,0.21,0.13,0.0,0.07,0.41
246,Sword Art Online: Hollow Realization,PS4,2016.0,Role-Playing,Namco Bandai Games,0.18,0.06,0.12,0.05,0.41
247,Just Dance 2016,PS4,2015.0,Music,Ubisoft,0.19,0.13,0.0,0.07,0.39
248,Batman: Arkham VR,PS4,2016.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.32,0.0,0.0,0.07,0.39
249,Little Nightmares,PS4,2017.0,Platform,Namco Bandai Games,0.18,0.12,0.02,0.06,0.39
250,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.07,0.18,0.08,0.05,0.38
251,Life is Strange,PS4,2016.0,Action-Adventure,Square Enix,0.11,0.16,0.05,0.05,0.37
252,Resident Evil Zero,PS4,2016.0,Action-Adventure,Capcom,0.07,0.18,0.07,0.05,0.37
253,Yakuza Kiwami 2,PS4,2017.0,Action-Adventure,Sega,0.08,0.06,0.19,0.03,0.37
254,Vampyr,PS4,2018.0,Role-Playing,Focus Home Interactive,0.12,0.19,0.0,0.06,0.37
255,Okami,PS4,2017.0,Action-Adventure,Capcom,0.16,0.12,0.03,0.06,0.36
256,Sniper: Ghost Warrior 3,PS4,2017.0,Shooter,City Interactive,0.14,0.15,0.03,0.06,0.36
257,Hokuto ga Gotoku,PS4,2018.0,Action-Adventure,Sega,0.09,0.05,0.18,0.03,0.36
258,Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.19,0.11,0.0,0.06,0.36
259,Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,NIS America,0.15,0.08,0.07,0.05,0.35
260,Dead or Alive 5,PS4,2015.0,Fighting,Tecmo Koei,0.09,0.13,0.09,0.04,0.35
261,Gravity Rush 2,PS4,2017.0,Action-Adventure,Sony Interactive Entertainment,0.13,0.05,0.13,0.04,0.35
262,Odin Sphere: Leifthrasir,PS4,2016.0,Role-Playing,NIS America,0.14,0.07,0.09,0.04,0.34
263,Divinity: Original Sin,PS4,2015.0,Role-Playing,Focus Home Interactive,0.13,0.13,0.04,0.05,0.34
264,The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.21,0.02,0.06,0.05,0.34
265,Dishonored: Death of the Outsider,PS4,2017.0,Action-Adventure,Bethesda Softworks,0.1,0.18,0.0,0.05,0.33
266,Valkyria Chronicles,PS4,2016.0,Role-Playing,Sega,0.14,0.08,0.08,0.04,0.33
267,Murdered: Soul Suspect,PS4,2014.0,Action-Adventure,Square Enix,0.09,0.17,0.02,0.05,0.33
268,Payday 2,PS4,2015.0,Shooter,505 Games,0.12,0.14,0.0,0.05,0.32
269,UEFA Euro 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.22,0.05,0.04,0.31
270,DmC: Devil May Cry,PS4,2015.0,Action-Adventure,Capcom,0.12,0.13,0.0,0.05,0.31
271,Sonic Mania,PS4,2017.0,Platform,Sega,0.1,0.15,0.01,0.05,0.31
272,J Stars Victory Vs.,PS4,2015.0,Fighting,Namco Bandai Games,0.11,0.14,0.0,0.05,0.31
273,XCOM 2,PS4,2016.0,Other,2K Games,0.16,0.1,0.0,0.05,0.31
274,Dynasty Warriors 8: Xtreme Legends,PS4,2014.0,Other,Tecmo Koei,0.09,0.12,0.06,0.04,0.31
275,Cities: Skylines,PS4,2017.0,Simulation,Koch Media,0.15,0.07,0.04,0.05,0.3
276,Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.21,0.05,0.04,0.3
277,Just Dance 2018,PS4,2017.0,Music,Ubisoft,0.1,0.15,0.0,0.05,0.3
278,The Walking Dead: Season Two,PS4,2014.0,Other,Square Enix,0.13,0.09,0.03,0.05,0.3
279,Sword Art Online: Fatal Bullet,PS4,2018.0,Role-Playing,Namco Bandai Games,0.11,0.03,0.13,0.03,0.29
280,Naruto to Boruto: Shinobi Striker,PS4,2018.0,Action-Adventure,Bandai Namco Games,0.19,0.03,0.02,0.05,0.29
281,Yooka-Laylee,PS4,2017.0,Platform,Sold Out,0.09,0.16,0.0,0.05,0.29
282,Cars 3: Driven to Win,PS4,2017.0,Racing,Warner Bros. Interactive Entertainment,0.06,0.18,0.01,0.04,0.29
283,Metal Gear Solid V: The Definitive Experience,PS4,2016.0,Action-Adventure,Konami Digital Entertainment,0.13,0.08,0.03,0.04,0.29
284,Sherlock Holmes: Crimes & Punishments,PS4,2014.0,Action-Adventure,Focus Home Interactive,0.1,0.14,0.0,0.05,0.29
285,Star Trek Bridge Crew VR,PS4,2017.0,Action-Adventure,Ubisoft,0.11,0.12,0.0,0.05,0.28
286,The Heavy Rain and Beyond: Two Souls Collection,PS4,2016.0,Action-Adventure,Sony Computer Entertainment,0.0,0.24,0.0,0.04,0.28
287,Spintires: MudRunner,PS4,2017.0,Simulation,Focus Home Interactive,0.11,0.12,0.0,0.05,0.28
288,Onechanbara Z2: Chaos,PS4,2014.0,Action-Adventure,NIS America,0.16,0.03,0.05,0.04,0.28
289,Secret of Mana,PS4,2018.0,Role-Playing,Square Enix,0.06,0.12,0.05,0.04,0.28
290,Gundam Versus,PS4,2017.0,Action-Adventure,Namco Bandai Games,0.08,0.0,0.18,0.02,0.28
291,NBA Live 14,PS4,2013.0,Sports,EA Sports,0.17,0.05,0.0,0.05,0.27
292,Bravo Team VR,PS4,2018.0,Shooter,Sony Interactive Entertainment,0.12,0.09,0.02,0.04,0.27
293,Killing Floor 2Ê,PS4,2016.0,Shooter,Tripwire Interactive,0.19,0.03,0.0,0.05,0.27
294,Robinson: The Journey,PS4,2016.0,Action-Adventure,Sony Interactive Entertainment,0.14,0.09,0.0,0.05,0.27
295,DriveClub VR,PS4,2016.0,Racing,Sony Interactive Entertainment,0.12,0.09,0.01,0.04,0.27
296,Fate/Extella: The Umbral Star,PS4,2016.0,Action-Adventure,PQube,0.12,0.0,0.12,0.03,0.27
297,Ultimate Marvel vs. Capcom 3,PS4,2017.0,Fighting,Capcom,0.19,0.0,0.02,0.04,0.26
298,New Danganronpa V3: Minna no Koroshiai Shin Gakki,PS4,2017.0,Action-Adventure,NIS America,0.09,0.05,0.07,0.03,0.25
299,Samurai Warriors 4,PS4,2014.0,Fighting,Tecmo Koei,0.08,0.07,0.06,0.03,0.25
300,Darksiders III,PS4,2018.0,Action-Adventure,THQ Nordic,0.13,0.07,0.0,0.04,0.25
301,NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.25
302,NBA Live 18,PS4,2017.0,Sports,EA Sports,0.2,0.0,0.0,0.05,0.24
303,Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,0.07,0.13,0.0,0.04,0.24
304,.hack//G.U. Last Recode,PS4,2017.0,Role-Playing,Namco Bandai Games,0.1,0.04,0.08,0.03,0.24
305,Ride,PS4,2015.0,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.24
306,Just Dance 2017,PS4,2016.0,Other,Ubisoft,0.08,0.12,0.0,0.04,0.24
307,The Escapists 2,PS4,2017.0,Action-Adventure,Sold Out,0.04,0.16,0.0,0.04,0.24
308,Transformers: Devastation,PS4,2015.0,Action-Adventure,Activision,0.11,0.09,0.0,0.04,0.24
309,Darksiders II,PS4,2015.0,Action-Adventure,Nordic Games,0.1,0.1,0.0,0.04,0.24
310,Jikkyou Powerful Pro Baseball 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
311,The Elder Scrolls Online: Morrowind,PS4,2017.0,Other,Bethesda Softworks,0.11,0.09,0.0,0.04,0.24
312,Digimon World: Next Order,PS4,2017.0,Role-Playing,Namco Bandai Games,0.13,0.05,0.02,0.04,0.24
313,theHunter: Call of the Wild,PS4,2017.0,Shooter,Astragon,0.19,0.0,0.0,0.04,0.24
314,Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,Activision,0.11,0.08,0.0,0.04,0.23
315,Angry Birds: Star Wars,PS4,2013.0,Other,Activision,0.11,0.09,0.0,0.04,0.23
316,Elex,PS4,2017.0,Role-Playing,THQ Nordic,0.03,0.16,0.0,0.04,0.23
317,RIGS: Mechanized Combat League,PS4,2016.0,Action-Adventure,Sony Interactive Entertainment,0.11,0.06,0.02,0.04,0.23
318,Transformer: Rise of the Dark Spark,PS4,2014.0,Shooter,Activision,0.08,0.11,0.01,0.04,0.23
319,Dead Island Definitive Collection,PS4,2016.0,Action-Adventure,Deep Silver,0.09,0.08,0.03,0.03,0.23
320,Metal Gear Survive,PS4,2018.0,Action-Adventure,Konami Digital Entertainment,0.08,0.06,0.05,0.03,0.23
321,Singstar Celebration,PS4,2017.0,Music,Sony Interactive Entertainment,0.04,0.15,0.0,0.03,0.23
322,Dead by Daylight,PS4,2017.0,Action-Adventure,505 Games,0.11,0.06,0.02,0.04,0.22
323,Attack on Titan 2,PS4,2018.0,Action-Adventure,Koei Tecmo,0.09,0.04,0.06,0.03,0.22
324,The Wolf Among Us,PS4,2014.0,Action-Adventure,Telltale Games,0.11,0.07,0.0,0.04,0.22
325,Micro Machines: World Series,PS4,2017.0,Racing,Codemasters,0.03,0.16,0.0,0.03,0.22
326,Bladestorm: Nightmare,PS4,2015.0,Action-Adventure,Tecmo Koei,0.11,0.04,0.03,0.03,0.22
327,Zombie Army Trilogy,PS4,2015.0,Shooter,Rebellion Developments,0.06,0.13,0.0,0.03,0.22
328,Outlast Trinity,PS4,2017.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.09,0.09,0.0,0.04,0.22
329,EVE: Valkyrie,PS4,2016.0,Shooter,Sony Interactive Entertainment,0.11,0.06,0.0,0.04,0.21
330,Senran Kagura: Peach Beach Splash,PS4,2017.0,Action-Adventure,PQube,0.09,0.02,0.08,0.02,0.21
331,Ys VIII: Lacrimosa of Dana,PS4,2017.0,Role-Playing,NIS America,0.08,0.04,0.08,0.02,0.21
332,Bound By Flame,PS4,2014.0,Action-Adventure,Focus Home Interactive,0.08,0.09,0.0,0.04,0.21
333,NBA Live 16,PS4,2015.0,Sports,EA Sports,0.13,0.05,0.0,0.04,0.21
334,7 Days to Die,PS4,2016.0,Action-Adventure,Telltale Games,0.09,0.08,0.0,0.03,0.21
335,Dynasty Warriors 8: Empires,PS4,2014.0,Other,Tecmo Koei,0.07,0.07,0.04,0.03,0.21
336,Dragon's Dogma,PS4,2017.0,Role-Playing,Capcom,0.07,0.07,0.03,0.03,0.21
337,Godzilla (2015),PS4,2014.0,Action-Adventure,Namco Bandai Games,0.11,0.03,0.03,0.03,0.2
338,Eagle Flight,PS4,2016.0,Action-Adventure,Ubisoft,0.09,0.08,0.0,0.03,0.2
339,Agents of Mayhem,PS4,2017.0,Action-Adventure,Deep Silver,0.08,0.08,0.0,0.03,0.2
340,MotoGP 14Ê,PS4,2014.0,Racing,Milestone S.r.l.,0.05,0.11,0.0,0.03,0.2
341,Elite: Dangerous,PS4,2017.0,Simulation,Frontier Developments,0.06,0.1,0.0,0.03,0.19
342,Singstar: Ultimate Party,PS4,2014.0,Music,Sony Computer Entertainment,0.0,0.16,0.0,0.03,0.19
343,Toukiden Kiwami,PS4,2015.0,Action-Adventure,Tecmo Koei,0.06,0.07,0.03,0.03,0.19
344,Batman: A Telltale Game Series,PS4,2016.0,Action-Adventure,Telltale Games,0.09,0.07,0.0,0.03,0.19
345,The Surge,PS4,2017.0,Action-Adventure,Koch Media,0.07,0.08,0.01,0.03,0.19
346,MotoGP 15,PS4,2015.0,Racing,Milestone S.r.l.,0.0,0.13,0.04,0.02,0.18
347,Resident Evil: Revelations,PS4,2017.0,Action-Adventure,Capcom,0.06,0.06,0.04,0.02,0.18
348,Senran Kagura: Estival Versus,PS4,2015.0,Action-Adventure,Marvelous Interactive,0.08,0.0,0.09,0.02,0.18
349,Back to the Future: The Game,PS4,2015.0,Action-Adventure,Telltale Games,0.1,0.05,0.0,0.03,0.18
350,The Walking Dead - The Telltale Series: A New Frontier,PS4,2017.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.11,0.04,0.0,0.03,0.17
351,Resident Evil 6,PS4,2016.0,Shooter,Capcom,0.1,0.0,0.05,0.02,0.17
352,Final Fantasy XIV: Heavensward,PS4,2015.0,Other,Square Enix,0.0,0.09,0.06,0.02,0.17
353,Final Fantasy XIV: Stormblood,PS4,2017.0,Other,Square Enix,0.05,0.06,0.04,0.02,0.17
354,Guilty Gear Xrd: Sign,PS4,2014.0,Fighting,Arc System Works,0.11,0.0,0.04,0.02,0.17
355,Prototype: Biohazard Bundle,PS4,2016.0,Action-Adventure,Activision,0.14,0.0,0.0,0.03,0.17
356,BlazBlue Central Fiction,PS4,2016.0,Fighting,PQube,0.1,0.0,0.05,0.02,0.17
357,MXGP 3: The Official Motocross Videogame,PS4,2017.0,Racing,Milestone,0.06,0.08,0.0,0.03,0.17
358,Ride 2,PS4,2016.0,Racing,Milestone S.r.l,0.07,0.06,0.01,0.03,0.16
359,Dead Rising 4,PS4,2017.0,Action-Adventure,Capcom,0.08,0.05,0.0,0.03,0.16
360,Putty Squad,PS4,2013.0,Platform,System 3,0.06,0.07,0.0,0.03,0.16
361,Digimon Story: Cyber Sleuth - Hacker's Memory,PS4,2017.0,Role-Playing,Namco Bandai Games,0.05,0.05,0.04,0.02,0.16
362,Battlezone,PS4,2016.0,Action-Adventure,Sony Interactive Entertainment,0.09,0.04,0.0,0.03,0.16
363,Naruto Shippuden: Ultimate Ninja Storm Legacy,PS4,2017.0,Fighting,Namco Bandai Games,0.07,0.04,0.03,0.02,0.16
364,Berserk and the Band of the Hawk,PS4,2016.0,Action-Adventure,Tecmo Koei,0.07,0.02,0.05,0.02,0.16
365,BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Fighting,PQube,0.08,0.04,0.02,0.02,0.16
366,Pillars of Eternity,PS4,2017.0,Role-Playing,Paradox InteractiveÊ,0.11,0.02,0.0,0.03,0.16
367,Valkyria: Azure Revolution,PS4,2017.0,Role-Playing,Deep Silver,0.04,0.03,0.07,0.02,0.16
368,Gravity Rush Remastered,PS4,2015.0,Action-Adventure,Sony Computer Entertainment,0.02,0.06,0.05,0.02,0.16
369,Psycho-Pass: Mandatory Happiness,PS4,2016.0,Other,NIS America,0.1,0.02,0.0,0.03,0.15
370,Brothers: A Tale of Two Sons,PS4,2015.0,Action-Adventure,505 Games,0.04,0.09,0.0,0.02,0.15
371,Warriors Orochi 3,PS4,2014.0,Action-Adventure,Tecmo Koei,0.04,0.05,0.04,0.02,0.15
372,Wasteland 2,PS4,2015.0,Role-Playing,Deep Silver,0.1,0.0,0.03,0.02,0.15
373,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015.0,Role-Playing,Tecmo Koei,0.04,0.03,0.07,0.01,0.15
374,NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.12,0.0,0.0,0.03,0.15
375,Yakuza: Ishin,PS4,2014.0,Action-Adventure,Sega,0.0,0.0,0.15,0.0,0.15
376,Toukiden 2,PS4,2016.0,Action-Adventure,Tecmo Koei,0.04,0.0,0.1,0.01,0.15
377,Song of the Deep,PS4,2016.0,Action-Adventure,Insomniac Games,0.12,0.0,0.0,0.03,0.15
378,Super Robot Wars V,PS4,2017.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
379,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,PS4,2017.0,Role-Playing,Tecmo Koei,0.07,0.0,0.06,0.02,0.14
380,Yonmegami Online: Cyber Dimension Neptune,PS4,2017.0,Role-Playing,Idea Factory International,0.06,0.0,0.07,0.01,0.14
381,Grand Kingdom,PS4,2015.0,Role-Playing,NIS America,0.08,0.0,0.04,0.02,0.14
382,Arslan: The Warriors of Legend,PS4,2016.0,Action-Adventure,Tecmo Koei,0.03,0.04,0.06,0.01,0.14
383,Pro Cycling Manager 2016,PS4,2016.0,Sports,Focus Home Interactive,0.0,0.12,0.0,0.02,0.14
384,Shovel Knight,PS4,2015.0,Platform,Yacht Club Games,0.08,0.04,0.0,0.02,0.14
385,Adventure Time: Finn & Jake Investigations,PS4,2015.0,Action-Adventure,Little Orbit,0.07,0.05,0.0,0.02,0.14
386,Guilty Gear Xrd -Revelator-,PS4,2016.0,Fighting,PQube,0.06,0.0,0.07,0.01,0.14
387,We Happy Few,PS4,2018.0,Action-Adventure,Gearbox Software,0.08,0.04,0.0,0.02,0.14
388,Rocksmith 2014 Edition Remastered,PS4,2016.0,Music,Ubisoft,0.11,0.0,0.0,0.03,0.14
389,The Crew: Wild Run,PS4,2015.0,Racing,Ubisoft,0.0,0.12,0.0,0.02,0.14
390,MXGP 2,PS4,2016.0,Racing,Milestone S.r.l.,0.05,0.06,0.0,0.02,0.14
391,MotoGP 17,PS4,2017.0,Racing,Koch Media,0.04,0.07,0.0,0.02,0.14
392,Fairy Fencer F: Advent Dark Force,PS4,2015.0,Role-Playing,Idea Factory International,0.06,0.0,0.06,0.01,0.14
393,Samurai Warriors 4-II,PS4,2015.0,Action-Adventure,Tecmo Koei,0.04,0.02,0.07,0.01,0.13
394,The Golf Club,PS4,2014.0,Sports,Ravenscourt,0.09,0.02,0.0,0.02,0.13
395,Hatsune Miku: Project Diva X,PS4,2016.0,Music,Sega,0.08,0.0,0.04,0.02,0.13
396,NASCAR Heat 2,PS4,2017.0,Racing,505 Games,0.11,0.0,0.0,0.02,0.13
397,Bulletstorm: Full Clip Edition,PS4,2017.0,Shooter,Gearbox Software,0.05,0.06,0.0,0.02,0.13
398,Valentino Rossi: The Game,PS4,2016.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.02,0.13
399,Golf Club 2,PS4,2017.0,Sports,Maximum Games,0.05,0.06,0.0,0.02,0.13
400,Akiba's Trip 2,PS4,2014.0,Action-Adventure,Acquire,0.09,0.0,0.02,0.02,0.13
401,Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.05,0.06,0.0,0.02,0.13
402,Utawarerumono: Futari no Hakuoro,PS4,2016.0,Other,Atlus,0.05,0.0,0.07,0.01,0.13
403,The Legend of Heroes: Trails of Cold Steel III,PS4,2017.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.13,0.0,0.13
404,Utawarerumono: Itsuwari no Kamen,PS4,2015.0,Action-Adventure,Deep Silver,0.05,0.0,0.07,0.01,0.13
405,The Inpatient,PS4,2018.0,Action-Adventure,Sony Interactive Entertainment,0.06,0.05,0.0,0.02,0.13
406,Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.13
407,Sword Art Online: Hollow Fragment,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.11,0.0,0.02,0.12
408,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action-Adventure,Activision,0.07,0.03,0.0,0.02,0.12
409,Job Simulator,PS4,2017.0,Simulation,Sony Interactive Entertainment,0.1,0.0,0.0,0.02,0.12
410,Portal Knights,PS4,2017.0,Role-Playing,505 Games,0.02,0.05,0.03,0.01,0.12
411,Samurai Warriors 4: Empires,PS4,2015.0,Action-Adventure,Tecmo Koei,0.03,0.01,0.07,0.01,0.12
412,Danganronpa 1o2 Reload,PS4,2017.0,Action-Adventure,NIS America,0.08,0.0,0.02,0.02,0.12
413,God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.01,0.11,0.0,0.12
414,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,PS4,2017.0,Other,Ubisoft,0.1,0.0,0.0,0.02,0.12
415,Marvel's Guardians of the Galaxy: The Telltale Series,PS4,2017.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.02,0.12
416,Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11
417,Constructor HD,PS4,2017.0,Other,System 3,0.09,0.0,0.0,0.02,0.11
418,Minecraft: Story Mode - Season Two,PS4,2017.0,Action-Adventure,Telltale Games,0.09,0.0,0.0,0.02,0.11
419,Darksiders: Warmastered Edition,PS4,2016.0,Action-Adventure,THQ Nordic,0.07,0.02,0.0,0.02,0.11
420,Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.09,0.0,0.0,0.02,0.11
421,The Invisible Hours,PS4,2017.0,Action-Adventure,GameTrust,0.09,0.0,0.0,0.02,0.11
422,Monster Energy Supercross - The Official Videogame,PS4,2018.0,Racing,Milestone S.r.l.,0.08,0.01,0.0,0.02,0.11
423,The Idolmaster: Platinum Stars,PS4,2016.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
424,The Witch and the Hundred Knight,PS4,2015.0,Role-Playing,NIS America,0.03,0.01,0.06,0.01,0.11
425,SD Gundam G Generation Genesis,PS4,2016.0,Other,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
426,Rime,PS4,2017.0,Action-Adventure,Grey Box,0.02,0.07,0.0,0.02,0.11
427,Super Robot Wars OG: The Moon Dwellers,PS4,2016.0,Other,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
428,Gundam Breaker 3,PS4,2016.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
429,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015.0,Shooter,D3Publisher,0.0,0.0,0.11,0.0,0.11
430,Shadow Warrior (2013),PS4,2014.0,Shooter,Devolver Digital,0.0,0.09,0.0,0.02,0.11
431,Assassin's Creed Chronicles,PS4,2016.0,Action-Adventure,Ubisoft,0.02,0.05,0.02,0.01,0.11
432,Mega Man Legacy Collection,PS4,2016.0,Platform,Capcom,0.09,0.0,0.0,0.02,0.11
433,Pac-Man Championship Edition 2 + Arcade Game Series,PS4,2017.0,Action-Adventure,Namco Bandai Games,0.08,0.0,0.0,0.02,0.1
434,Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,Nihon Falcom Corporation,0.05,0.0,0.05,0.01,0.1
435,Stardew Valley,PS4,2017.0,Simulation,505 Games,0.04,0.04,0.0,0.02,0.1
436,Romance of the Three Kingdoms 13,PS4,2015.0,Action-Adventure,Tecmo Koei,0.03,0.0,0.06,0.01,0.1
437,Musou Stars,PS4,2017.0,Action-Adventure,Tecmo Koei,0.03,0.0,0.06,0.01,0.1
438,Mega Man Legacy Collection 2,PS4,2017.0,Action-Adventure,Capcom,0.06,0.0,0.02,0.01,0.1
439,Final Fantasy XIV Online Complete Edition,PS4,2017.0,Other,Square Enix,0.07,0.0,0.02,0.02,0.1
440,Devil May Cry 4,PS4,2015.0,Action-Adventure,Capcom,0.01,0.0,0.09,0.0,0.1
441,Puyo Puyo Tetris,PS4,2014.0,Other,Sega,0.05,0.03,0.0,0.02,0.1
442,Natural Doctrine,PS4,2014.0,Role-Playing,NIS America,0.05,0.02,0.02,0.01,0.1
443,Sudden Strike 4,PS4,2017.0,Other,Kalypso Media,0.05,0.03,0.01,0.02,0.1
444,Accel World vs. Sword Art Online: Millennium Twilight,PS4,2017.0,Action-Adventure,Namco Bandai Games,0.0,0.03,0.06,0.01,0.1
445,Wolfenstein The Two Pack,PS4,2017.0,Shooter,Bethesda Softworks,0.08,0.0,0.0,0.02,0.1
446,Guilty Gear Xrd REV 2,PS4,2017.0,Fighting,PQube,0.04,0.01,0.03,0.01,0.1
447,Ultra Street Fighter IV,PS4,Unknown,Fighting,Unknown,0.0,0.08,0.0,0.01,0.1
448,Let's Sing 2016,PS4,2015.0,Music,Ravenscourt,0.08,0.0,0.0,0.02,0.1
449,Resident Evil 4 HD,PS4,2016.0,Action-Adventure,Capcom,0.07,0.0,0.01,0.02,0.1
450,Nights of Azure 2,PS4,2017.0,Action-Adventure,Tecmo Koei,0.04,0.0,0.04,0.01,0.09
451,The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.04,0.04,0.0,0.02,0.09
452,Nights of Azure,PS4,2015.0,Action-Adventure,Tecmo Koei,0.04,0.04,0.0,0.02,0.09
453,Taiko no Tatsujin: Drum Session!,PS4,2017.0,Music,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
454,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Other,Tecmo Koei,0.03,0.0,0.06,0.01,0.09
455,Grand Ages: Medieval,PS4,2015.0,Other,Kalypso Media,0.0,0.05,0.03,0.01,0.09
456,Rugby League Live 4,PS4,2017.0,Sports,Tru Blu Entertainment,0.0,0.08,0.0,0.01,0.09
457,Toy Soldiers: War Chest,PS4,2015.0,Action-Adventure,Ubisoft,0.07,0.0,0.0,0.02,0.09
458,God Eater Resurrection,PS4,2015.0,Action-Adventure,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
459,Paragon,PS4,2016.0,Action-Adventure,Sony Interactive Entertainment,0.07,0.0,0.0,0.02,0.09
460,Summon Night 6: Lost Borders,PS4,2016.0,Role-Playing,Gaijinworks,0.03,0.0,0.05,0.01,0.09
461,Black Rose Valkyrie,PS4,2016.0,Role-Playing,Idea Factory International,0.04,0.0,0.04,0.01,0.09
462,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016.0,Shooter,Gearbox Software,0.07,0.0,0.0,0.02,0.09
463,ATV Drift & Tricks,PS4,2017.0,Racing,Funbox Media,0.07,0.0,0.0,0.02,0.09
464,Yoru no Nai Kuni,PS4,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
465,Lara Croft and the Temple of Osiris,PS4,2014.0,Action-Adventure,Square Enix,0.0,0.07,0.0,0.01,0.09
466,Dragon's Dogma Online,PS4,Unknown,Role-Playing,Unknown,0.0,0.0,0.09,0.0,0.09
467,Ghostbusters (2016),PS4,2016.0,Action-Adventure,Activision,0.07,0.0,0.0,0.02,0.08
468,Agatha Christie's The ABC Murders,PS4,2016.0,Action-Adventure,Microids,0.05,0.02,0.0,0.02,0.08
469,Shantae: Half-Genie Hero,PS4,2016.0,Platform,Xseed Games,0.06,0.0,0.01,0.01,0.08
470,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,PQube,0.05,0.02,0.0,0.01,0.08
471,The Sexy Brutale,PS4,2017.0,Action-Adventure,Badland Studio,0.05,0.02,0.0,0.01,0.08
472,Legend of Kay,PS4,2015.0,Action-Adventure,Nordic Games,0.03,0.03,0.0,0.01,0.08
473,Hasbro Family Fun Pack Conquest Edition,PS4,2016.0,Other,Ubisoft,0.07,0.0,0.0,0.02,0.08
474,Loading Human,PS4,2016.0,Action-Adventure,Maximum Games,0.05,0.02,0.0,0.01,0.08
475,Rapala Fishing Pro Series,PS4,2017.0,Simulation,GameMill,0.06,0.0,0.0,0.02,0.08
476,Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016.0,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.01,0.08
477,Dead Rising,PS4,2016.0,Action-Adventure,Capcom,0.04,0.0,0.02,0.01,0.08
478,Assetto Corsa,PS4,2016.0,Racing,505 Games,0.0,0.06,0.01,0.01,0.08
479,Akiba's Beat,PS4,2016.0,Action-Adventure,PQube,0.05,0.0,0.01,0.01,0.08
480,WRC 6,PS4,2016.0,Racing,PQube,0.03,0.02,0.01,0.01,0.08
481,God Wars: Future Past,PS4,2017.0,Role-Playing,NIS America,0.03,0.01,0.02,0.01,0.07
